can_channel,axis,axis_error,axis_state,pos_estimate,vel_estimate,iq_setpoint,iq_measured,is_axis_alive,time
58.56864929199219,0.09762071818113327,-1.629910945892334,-0.0031127489637583494,-0.16733427345752716,0.8261547088623047,-0.7889549136161804,-0.02630811743438244,-0.04771691560745239,
58.57322692871094,0.10222557187080383,-1.6490367650985718,-0.0031280708499252796,-0.1673298180103302,0.8261547088623047,-0.788770854473114,-0.02630811743438244,-0.04857180640101433,
58.58122253417969,0.16318123042583466,-1.4400657415390015,-0.003130957717075944,-0.1673305481672287,0.8261890411376953,-0.788770854473114,-0.016757817938923836,-0.04857180640101433,
58.58960723876953,0.14114221930503845,-1.3518588542938232,-0.003116588806733489,-0.16733473539352417,0.8261890411376953,-0.7889437079429626,-0.016757817938923836,-0.04458899796009064,
58.60358428955078,0.1648494303226471,-1.2701330184936523,-0.003129941876977682,-0.16733810305595398,0.826347827911377,-0.7889437079429626,-0.01302796509116888,-0.04458899796009064,
58.60946273803711,0.2371823638677597,-1.5579665899276733,-0.0031401030719280243,-0.1673351228237152,0.826347827911377,-0.7888216376304626,-0.01302796509116888,-0.057609084993600845,
58.617347717285156,0.190621480345726,-1.7185324430465698,-0.003117808373644948,-0.16732950508594513,0.826082706451416,-0.7888216376304626,-0.020354434847831726,-0.057609084993600845,
58.62845993041992,0.004977365955710411,-0.9811466932296753,-0.00311653851531446,-0.16732989251613617,0.826082706451416,-0.788836658000946,-0.020354434847831726,-0.02424507774412632,
58.63851547241211,-0.01822969689965248,-1.0606874227523804,-0.003116338048130274,-0.1673298478126526,0.826080322265625,-0.788836658000946,-0.02398998849093914,-0.02424507774412632,
58.650245666503906,0.0837654173374176,-1.4659974575042725,-0.0031209024600684643,-0.16732849180698395,0.826080322265625,-0.7887820601463318,-0.02398998849093914,-0.04258156567811966,
58.66515350341797,0.126572385430336,-1.3183149099349976,-0.003146926173940301,-0.16733504831790924,0.8263897895812988,-0.7887820601463318,-0.017252927646040916,-0.04258156567811966,
58.671356201171875,0.9403006434440613,-5.3563313484191895,-0.007662980351597071,-0.16596989333629608,0.8263897895812988,-0.7341136336326599,-0.017252927646040916,-0.21436002850532532,
58.67723083496094,-0.9677901864051819,-15.907108306884766,0.002617187798023224,-0.16354136168956757,0.7021098136901855,-0.7341136336326599,-0.41426563262939453,-0.21436002850532532,
58.69737243652344,2.043828010559082,-14.52941608428955,0.004873438738286495,-0.1553955078125,0.4314165413379669,-0.4941191077232361,-0.05274858698248863,-0.29954203963279724,
58.707366943359375,-1.1408270597457886,-4.491486549377441,0.07810718566179276,0.3379806578159332,0.4314165413379669,0.022808365523815155,-0.05274858698248863,-0.08750873804092407,
58.7172737121582,-0.8323972821235657,-6.585874557495117,0.024786541238427162,0.34894728660583496,0.11901809275150299,0.022808365523815155,0.039712972939014435,-0.08750873804092407,
58.73140335083008,-0.76339191198349,-2.64839506149292,0.08859984576702118,0.3371281623840332,0.11901809275150299,0.3949740529060364,0.039712972939014435,0.016999466344714165,
58.7373161315918,-0.6224960088729858,-3.7817084789276123,-0.026650261133909225,-0.14882422983646393,-0.040586456656455994,0.3949740529060364,0.02514049783349037,0.016999466344714165,
58.74519348144531,0.6046050786972046,0.5294409990310669,-0.04752608761191368,-0.14565205574035645,-0.040586456656455994,0.6713984608650208,0.02514049783349037,-0.0377592034637928,
58.753448486328125,2.6364409923553467,17.013946533203125,-0.03995327278971672,-0.14899946749210358,-0.14743708074092865,0.6713984608650208,-0.3246937394142151,-0.0377592034637928,
58.76128387451172,2.106572151184082,13.903847694396973,-0.045857373625040054,-0.14817757904529572,-0.14743708074092865,0.7476914525032043,-0.3246937394142151,0.0007533752941526473,
58.763526916503906,-0.05411860719323158,-0.6800342202186584,-0.036623161286115646,-0.15238641202449799,-0.27597615122795105,0.7476914525032043,0.017411435022950172,0.0007533752941526473,
58.77128982543945,1.0143266916275024,1.334276556968689,-0.050546787679195404,-0.15106186270713806,-0.27597615122795105,0.9217737317085266,0.017411435022950172,-0.0683712437748909,
58.7770881652832,0.6671969294548035,-2.61336612701416,-0.04398057237267494,-0.15470261871814728,-0.3678073585033417,0.9217737317085266,0.1497832089662552,-0.0683712437748909,
58.7882080078125,-0.004748502746224403,-3.062744379043579,-0.05983702093362808,-0.1531800776720047,-0.3678073585033417,1.1126163005828857,0.1497832089662552,-0.032754894345998764,
58.793094635009766,0.3805828094482422,-0.03735310956835747,-0.05533134564757347,-0.15630024671554565,-0.43213650584220886,1.1126163005828857,0.028797078877687454,-0.032754894345998764,
58.80241012573242,-0.04520357400178909,-0.5498196482658386,-0.07098601758480072,-0.15445509552955627,-0.43213650584220886,1.2937371730804443,0.028797078877687454,-0.0032505064737051725,
58.8093147277832,0.03583154082298279,-0.006772465072572231,-0.067488893866539,-0.15742389857769012,-0.48372265696525574,1.2937371730804443,0.0028473008424043655,-0.0032505064737051725,
58.81871795654297,-0.5399174094200134,-0.6285327672958374,-0.07478067278862,-0.15647314488887787,-0.48372265696525574,1.3753688335418701,0.0028473008424043655,0.0403277724981308,
58.82611083984375,-0.5888304710388184,-0.9985200762748718,-0.07437639683485031,-0.15684713423252106,-0.48978373408317566,1.3753688335418701,0.02223772555589676,0.0403277724981308,
58.83344268798828,0.7392173409461975,0.4062056243419647,-0.07884645462036133,-0.15617595613002777,-0.48978373408317566,1.4248340129852295,0.02223772555589676,-0.06118236109614372,
58.8431282043457,1.106183409690857,2.493978500366211,-0.08006154000759125,-0.15497268736362457,-0.471128910779953,1.4248340129852295,-0.08942590653896332,-0.06118236109614372,
58.85124588012695,-3.2049288749694824,-2.1749255657196045,-0.07033440470695496,-0.15644840896129608,-0.471128910779953,1.3161203861236572,-0.08942590653896332,0.25900799036026,
58.861263275146484,-3.1607651710510254,-2.6374287605285645,-0.06747812032699585,-0.15888550877571106,-0.5128936767578125,1.3161203861236572,-0.06522301584482193,0.25900799036026,
58.875404357910156,-0.02522982470691204,1.2388495206832886,-0.05656445398926735,-0.15978984534740448,-0.5128936767578125,1.1933481693267822,-0.06522301584482193,0.0088832788169384,
58.87919235229492,-0.26470088958740234,-2.702212333679199,-0.05650857090950012,-0.15982964634895325,-0.5136713981628418,1.1933481693267822,0.11927438527345657,0.0088832788169384,
58.88120651245117,0.5486910939216614,-1.4917793273925781,-0.060808707028627396,-0.15953218936920166,-0.5136713981628418,1.2420070171356201,0.11927438527345657,-0.05897265300154686,
