time,toeforce_x,toeforce_y,toe_pos_x,toe_pos_y,motor0_pos,motor1_pos,motor0_torque,motor1_torque
26.2795352935791,0.6824565529823303,-0.4669056534767151,0.011573642492294312,-0.16906176507472992,0.7837671041488647,-0.9204698801040649,0.04255432263016701,-0.06741917878389359
26.281509399414062,0.5332258343696594,0.05876480042934418,0.011540676467120647,-0.16906175017356873,0.7839146852493286,-0.9202294945716858,0.04595446214079857,-0.04487181082367897
26.282506942749023,0.41714635491371155,0.35059964656829834,0.011559211649000645,-0.1690627783536911,0.7838532328605652,-0.9203852415084839,0.04508432373404503,-0.029492249712347984
26.283540725708008,0.6590040326118469,-1.2287389039993286,0.011563701555132866,-0.16906625032424927,0.7839056849479675,-0.9204878807067871,0.017766766250133514,-0.07943978905677795
26.284664154052734,0.6174134016036987,-0.27371886372566223,0.011563502252101898,-0.1690656989812851,0.7838951945304871,-0.9204751253128052,0.04296078532934189,-0.058257486671209335
26.285503387451172,0.560932993888855,0.6270893216133118,0.01155928149819374,-0.16906379163265228,0.7838742136955261,-0.9204062223434448,0.065292127430439,-0.036790039390325546
26.28651237487793,0.7582412362098694,0.7818103432655334,0.011539755389094353,-0.1690613031387329,0.7839094400405884,-0.9202137589454651,0.08627551794052124,-0.05093562602996826
26.28780746459961,0.4751315414905548,0.17185547947883606,0.01154622808098793,-0.1690618097782135,0.7838906645774841,-0.9202706813812256,0.04452965408563614,-0.03778122738003731
26.288999557495117,0.5850523114204407,-0.6275530457496643,0.011550853960216045,-0.1690637171268463,0.7839101552963257,-0.9203433394432068,0.029673222452402115,-0.06198912113904953
26.290523529052734,0.5035507082939148,-0.9564209580421448,0.01156450342386961,-0.16906671226024628,0.7839116454124451,-0.9205028414726257,0.013049309141933918,-0.06102380529046059
26.291675567626953,0.6758460402488708,0.7852501273155212,0.011568894609808922,-0.16906578838825226,0.7838727235794067,-0.920516312122345,0.07956316322088242,-0.04378373175859451
26.292682647705078,5.760852336883545,-17.366729736328125,0.011528405360877514,-0.16905876994132996,0.7839071750640869,-0.9200796484947205,-0.04294984042644501,-0.8166617751121521
26.293760299682617,7.145598888397217,-25.73164939880371,0.01132661011070013,-0.16899368166923523,0.7834487557411194,-0.9172963500022888,-0.17486201226711273,-1.090970754623413
26.295812606811523,5.986658573150635,-24.407503128051758,0.010800077579915524,-0.16880375146865845,0.7818376421928406,-0.9096234440803528,-0.22129762172698975,-0.9682651162147522
26.302005767822266,3.289937734603882,-17.157196044921875,0.00892301183193922,-0.1679939478635788,0.7733026146888733,-0.8794329166412354,-0.2048003226518631,-0.6043960452079773
26.30278968811035,2.3153693675994873,-13.923395156860352,0.007678134832531214,-0.16743119060993195,0.7670708298683167,-0.8587234020233154,-0.18081997334957123,-0.46157926321029663
26.30447006225586,0.3930475413799286,-8.961907386779785,0.0037261510733515024,-0.16540378332138062,0.7414643168449402,-0.7865117192268372,-0.17504170536994934,-0.20665983855724335
26.306180953979492,-0.371023565530777,-2.496403932571411,-0.00037931452970951796,-0.16300183534622192,0.7061160802841187,-0.701461911201477,-0.07801367342472076,-0.018483076244592667
26.307941436767578,-0.3231232464313507,-4.3033952713012695,-0.0016795010305941105,-0.16217397153377533,0.6925491690635681,-0.6718376874923706,-0.10282972455024719,-0.057655107229948044
26.309749603271484,-1.0682520866394043,-3.3223695755004883,-0.005244248080998659,-0.16077415645122528,0.678165853023529,-0.6129516959190369,-0.13582971692085266,0.01849428005516529
