scenario,real_time_plot,lateral_angle_range,drag_speed,wiggle_time,servo_speed,extraction_height,wiggle frequency,insertion_angle,wiggle_amplitude
turtle,True,0.6108652381980153,0.1,0.2,0.11,0.01,10.0,0.07,0.02
time,turtle_state,leftadduction_pos,leftsweeping_pos,rightadduction_pos,rightsweeping_pos,leftadduction_curr,leftsweeping_curr,rightadduction_curr,rightsweeping_curr,OptitrackPosition_x,OptitrackPosition_y,OptitrackPosition_z,OptitrackOrientation_x,OptitrackOrientation_y,OptitrackOrientation_z,OptitrackOrientation_w,LeftFlipperPosition_x,LeftFlipperPosition_y,LeftFlipperPosition_z,LeftFlipperOrientation_x,LeftFlipperOrientation_y,LeftFlipperOrientation_z,LeftFlipperOrientation_w,RightFlipperPosition_x,RightFlipperPosition_y,RightFlipperPosition_z,RightFlipperOrientation_x,RightFlipperOrientation_y,RightFlipperOrientation_z,RightFlipperOrientation_w
0.0024459362030029297,5.0,0.048187971115112305,0.033635228872299194,-0.06474179029464722,-0.034142136573791504,9.973660469055176,9.937252044677734,9.97311782836914,9.874690055847168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008506536483764648,5.0,0.048187971115112305,0.033635228872299194,-0.06474179029464722,-0.034142136573791504,9.973660469055176,9.937252044677734,9.97311782836914,9.874690055847168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015668630599975586,5.0,0.048187971115112305,0.03363528847694397,-0.0647348165512085,-0.034110069274902344,9.956177711486816,9.96718978881836,9.968698501586914,9.934342384338379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017421245574951172,5.0,0.048187971115112305,0.03363528847694397,-0.0647348165512085,-0.034110069274902344,9.956177711486816,9.96718978881836,9.968698501586914,9.934342384338379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02789783477783203,5.0,0.048187971115112305,0.03363528847694397,-0.0647348165512085,-0.034110069274902344,9.956177711486816,9.96718978881836,9.968698501586914,9.934342384338379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03425717353820801,5.0,0.048187971115112305,0.03363528847694397,-0.0647348165512085,-0.034110069274902344,9.956177711486816,9.96718978881836,9.968698501586914,9.934342384338379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03552103042602539,5.0,0.048187971115112305,0.03363528847694397,-0.0647348165512085,-0.034110069274902344,9.956177711486816,9.96718978881836,9.968698501586914,9.934342384338379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03669929504394531,5.0,0.048187971115112305,0.033635228872299194,-0.06473803520202637,-0.03409624099731445,9.960550308227539,9.96957778930664,9.988432884216309,9.950996398925781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03779911994934082,-1.0,0.048187971115112305,0.033635228872299194,-0.06473970413208008,-0.034108757972717285,9.97366714477539,9.978612899780273,9.987574577331543,9.921919822692871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03932833671569824,-1.0,0.048187971115112305,0.033635228872299194,-0.06473970413208008,-0.034108757972717285,9.97366714477539,9.978612899780273,9.987574577331543,9.921919822692871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04079794883728027,-1.0,0.048187971115112305,0.033635228872299194,-0.06473970413208008,-0.034108757972717285,9.97366714477539,9.978612899780273,9.987574577331543,9.921919822692871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
