scenario,real_time_plot,lateral_angle_range,drag_speed,wiggle_time,servo_speed,extraction_height,wiggle frequency,insertion_angle,wiggle_amplitude
turtle,True,0.7853981633974483,0.025,0.2,0.025,0.01,10.0,0.03,0.01
time,turtle_state,Motor_Velocity_Left,Motor_Velocity_Right,Servo_Postion_Left,Servo_Position_Right,Motor_Position_Left,Motor_Position_Right,Motor_Torque_Left,Motor_Torque_Right,OptitrackPosition_x,OptitrackPosition_y,OptitrackPosition_z,OptitrackOrientation_x,OptitrackOrientation_y,OptitrackOrientation_z,OptitrackOrientation_w,LeftFlipperPosition_x,LeftFlipperPosition_y,LeftFlipperPosition_z,LeftFlipperOrientation_x,LeftFlipperOrientation_y,LeftFlipperOrientation_z,LeftFlipperOrientation_w,RightFlipperPosition_x,RightFlipperPosition_y,RightFlipperPosition_z,RightFlipperOrientation_x,RightFlipperOrientation_y,RightFlipperOrientation_z,RightFlipperOrientation_w
0.007337331771850586,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6810464262962341,0.08586980402469635,0.21968616545200348,0.2820739150047302,-0.17593106627464294,0.9411110281944275,-0.0615842305123806,1.1538453102111816,0.08165740966796875,0.1981942504644394,0.045142754912376404,-0.6605714559555054,-0.022203482687473297,0.7490757703781128,0.3928702175617218,0.01700488105416298,0.2727382183074951,-0.9708843231201172,0.07759439200162888,-0.17411616444587708,0.14507347345352173
0.011368751525878906,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6810417175292969,0.08587648719549179,0.2196951061487198,0.2822544276714325,-0.17588992416858673,0.9410638809204102,-0.06159497797489166,1.1538447141647339,0.0816582664847374,0.1981966346502304,0.045030850917100906,-0.6605510115623474,-0.022306500002741814,0.7490975260734558,0.3928702175617218,0.01700488105416298,0.2727382183074951,-0.9708843231201172,0.07759439200162888,-0.17411616444587708,0.14507347345352173
0.013643264770507812,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6810417175292969,0.08587648719549179,0.2196951061487198,0.2822544276714325,-0.17588992416858673,0.9410638809204102,-0.06159497797489166,1.1538447141647339,0.0816582664847374,0.1981966346502304,0.045030850917100906,-0.6605510115623474,-0.022306500002741814,0.7490975260734558,0.39286336302757263,0.01701216585934162,0.27274656295776367,-0.9708505272865295,0.07748759537935257,-0.1742195188999176,0.1452326774597168
0.016327857971191406,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6810417175292969,0.08587648719549179,0.2196951061487198,0.2822544276714325,-0.17588992416858673,0.9410638809204102,-0.06159497797489166,1.1538447141647339,0.0816582664847374,0.1981966346502304,0.045030850917100906,-0.6605510115623474,-0.022306500002741814,0.7490975260734558,0.39286336302757263,0.01701216585934162,0.27274656295776367,-0.9708505272865295,0.07748759537935257,-0.1742195188999176,0.1452326774597168
0.017442941665649414,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6810499429702759,0.08587490022182465,0.21971449255943298,0.28217408061027527,-0.1762058436870575,0.9410266876220703,-0.06162852793931961,1.153836965560913,0.08166267722845078,0.1982051581144333,0.04511726647615433,-0.6605299711227417,-0.022196315228939056,0.7491140961647034,0.392868310213089,0.017016593366861343,0.27277395129203796,-0.9708687663078308,0.07758903503417969,-0.17406393587589264,0.14524300396442413
0.019879579544067383,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6810499429702759,0.08587490022182465,0.21971449255943298,0.28217408061027527,-0.1762058436870575,0.9410266876220703,-0.06162852793931961,1.153836965560913,0.08166267722845078,0.1982051581144333,0.04511726647615433,-0.6605299711227417,-0.022196315228939056,0.7491140961647034,0.392868310213089,0.017016593366861343,0.27277395129203796,-0.9708687663078308,0.07758903503417969,-0.17406393587589264,0.14524300396442413
0.021890878677368164,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6810399889945984,0.0858839601278305,0.21972441673278809,0.2821193039417267,-0.17607618868350983,0.941062331199646,-0.061705220490694046,1.153841257095337,0.0816667377948761,0.19822467863559723,0.0450691357254982,-0.6605329513549805,-0.022212766110897064,0.7491138577461243,0.3928735852241516,0.01701471582055092,0.2727786898612976,-0.9708725810050964,0.0775909572839737,-0.17393065989017487,0.1453760862350464
0.0280303955078125,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6810399889945984,0.0858839601278305,0.21972441673278809,0.2821193039417267,-0.17607618868350983,0.941062331199646,-0.061705220490694046,1.153841257095337,0.0816667377948761,0.19822467863559723,0.0450691357254982,-0.6605329513549805,-0.022212766110897064,0.7491138577461243,0.3928735852241516,0.01701471582055092,0.2727786898612976,-0.9708725810050964,0.0775909572839737,-0.17393065989017487,0.1453760862350464
0.029925823211669922,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6810399889945984,0.0858839601278305,0.21972441673278809,0.2821193039417267,-0.17607618868350983,0.941062331199646,-0.061705220490694046,1.153841257095337,0.0816667377948761,0.19822467863559723,0.0450691357254982,-0.6605329513549805,-0.022212766110897064,0.7491138577461243,0.3928735852241516,0.01701471582055092,0.2727786898612976,-0.9708725810050964,0.0775909572839737,-0.17393065989017487,0.1453760862350464
0.03124237060546875,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.6810399889945984,0.0858839601278305,0.21972441673278809,0.2821193039417267,-0.17607618868350983,0.941062331199646,-0.061705220490694046,1.153841257095337,0.0816667377948761,0.19822467863559723,0.0450691357254982,-0.6605329513549805,-0.022212766110897064,0.7491138577461243,0.3928735852241516,0.01701471582055092,0.2727786898612976,-0.9708725810050964,0.0775909572839737,-0.17393065989017487,0.1453760862350464
