scenario,real_time_plot,lateral_angle_range,drag_speed,wiggle_time,servo_speed,extraction_height,wiggle frequency,insertion_angle,wiggle_amplitude
turtle,True,0.7853981633974483,0.1,0.2,0.11,0.01,10.0,0.01,0.01
time,turtle_state,leftadduction_pos,leftsweeping_pos,rightadduction_pos,rightsweeping_pos,leftadduction_curr,leftsweeping_curr,rightadduction_curr,rightsweeping_curr,OptitrackPosition_x,OptitrackPosition_y,OptitrackPosition_z,OptitrackOrientation_x,OptitrackOrientation_y,OptitrackOrientation_z,OptitrackOrientation_w,LeftFlipperPosition_x,LeftFlipperPosition_y,LeftFlipperPosition_z,LeftFlipperOrientation_x,LeftFlipperOrientation_y,LeftFlipperOrientation_z,LeftFlipperOrientation_w,RightFlipperPosition_x,RightFlipperPosition_y,RightFlipperPosition_z,RightFlipperOrientation_x,RightFlipperOrientation_y,RightFlipperOrientation_z,RightFlipperOrientation_w
0.001155853271484375,5.0,-0.018639981746673584,-0.0035802125930786133,-0.010456562042236328,0.0009943842887878418,9.974074363708496,9.935348510742188,9.989999771118164,-9.460042953491211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.008316993713378906,5.0,-0.018639981746673584,-0.0035802125930786133,-0.010456562042236328,0.0009943842887878418,9.974074363708496,9.935348510742188,9.989999771118164,-9.460042953491211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013885498046875,5.0,-0.018646299839019775,-0.0035963356494903564,-0.010453402996063232,0.0010259151458740234,9.984702110290527,9.97440242767334,9.989999771118164,-9.433439254760742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.015969276428222656,5.0,-0.018646299839019775,-0.0035963356494903564,-0.010453402996063232,0.0010259151458740234,9.984702110290527,9.97440242767334,9.989999771118164,-9.433439254760742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0173947811126709,-1.0,-0.018645942211151123,-0.0035725831985473633,-0.010463118553161621,0.0010257363319396973,9.989999771118164,9.876236915588379,9.989999771118164,-9.41991138458252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020466327667236328,-1.0,-0.018645942211151123,-0.0035725831985473633,-0.010463118553161621,0.0010257363319396973,9.989999771118164,9.876236915588379,9.989999771118164,-9.41991138458252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023293733596801758,-1.0,-0.01863861083984375,-0.0035966336727142334,-0.010468780994415283,0.001009523868560791,0.007548688445240259,0.008637270890176296,0.028514476493000984,-0.04797957465052605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024394512176513672,-1.0,-0.01863861083984375,-0.0035966336727142334,-0.010468780994415283,0.001009523868560791,0.007548688445240259,0.008637270890176296,0.028514476493000984,-0.04797957465052605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02549123764038086,-1.0,-0.01863861083984375,-0.0035966336727142334,-0.010468780994415283,0.001009523868560791,0.007548688445240259,0.008637270890176296,0.028514476493000984,-0.04797957465052605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027083396911621094,-1.0,-0.01863861083984375,-0.0035966336727142334,-0.010468780994415283,0.001009523868560791,0.007548688445240259,0.008637270890176296,0.028514476493000984,-0.04797957465052605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03179597854614258,-1.0,-0.01863861083984375,-0.0035966336727142334,-0.010468780994415283,0.001009523868560791,0.007548688445240259,0.008637270890176296,0.028514476493000984,-0.04797957465052605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
