extrude_speed_slider,extrude_angle_slider,extrude_length_slider,down_length_slider,down_speed_slider,delay_after_down,shear_length,shear_speed,delay_after_shear,back_speed,moving_speed,moving_step_angle,time_delay,variable1,variable3,search_start,search_end,ground_height,extrude_back_speed
1,2.0,0.0,4.0,4.0,1.0,3.0,17.0,1.0,0.0,1.0,10.0,5.0,0.0,18.0,0.0,18.0,27.0,17.0,1.0
time,toeforce_x,toeforce_y,toe_position_x,toe_position_y,toe_velocity_x,toe_velocity_y,position,position1,torque,torque1,theta command,length command,state flag,current
0.014045476913452148,0.2507927119731903,4.276937007904053,0.0121903782710433,-0.16221080720424652,0.0,0.0,0.6200708150863647,-0.7700918316841125,-0.08729953318834305,-0.07584333419799805,0.0,0.0,0.0,0.0
0.01430654525756836,0.09433063864707947,2.9227709770202637,0.012182795442640781,-0.16220927238464355,0.0,0.0,0.6200618743896484,-0.7699914574623108,-0.06578239053487778,-0.04547617956995964,0.0,0.0,0.0,0.0
0.014431476593017578,0.09550649672746658,4.108293056488037,0.012181904166936874,-0.1622108817100525,0.0,0.0,0.6201083064079285,-0.7700251936912537,-0.09542310237884521,-0.060868460685014725,0.0,0.0,0.0,0.0
0.014543771743774414,0.1820528507232666,3.6711244583129883,0.01218758337199688,-0.1622067242860794,0.0,0.0,0.6199741959571838,-0.7699645161628723,-0.077562615275383,-0.06235067918896675,0.0,0.0,0.0,0.0
0.014652013778686523,0.18124668300151825,3.838129758834839,0.012170635163784027,-0.1622048020362854,0.0,0.0,0.6199929118156433,-0.769777238368988,-0.08177267760038376,-0.06445928663015366,0.0,0.0,0.0,0.0
0.014761209487915039,-0.10377153009176254,3.5265347957611084,0.012172877788543701,-0.16220875084400177,0.0,0.0,0.6200888156890869,-0.7698971033096313,-0.09668752551078796,-0.03692679852247238,0.0,0.0,0.0,0.0
0.014869928359985352,0.14521361887454987,3.710940361022949,0.01216981653124094,-0.1622052788734436,0.0,0.0,0.6200094223022461,-0.7697832584381104,-0.08145516365766525,-0.0598481148481369,0.0,0.0,0.0,0.0
0.014974594116210938,0.09113314747810364,4.443925857543945,0.012167111970484257,-0.16220654547214508,0.0,0.0,0.6200543642044067,-0.7697937488555908,-0.10413657128810883,-0.06484922021627426,0.0,0.0,0.0,0.0
0.015076398849487305,0.22759529948234558,3.730119466781616,0.01217257883399725,-0.1622094213962555,0.0,0.0,0.6201083064079285,-0.76991206407547,-0.07539013028144836,-0.06690305471420288,0.0,0.0,0.0,0.0
0.015177249908447266,0.40157803893089294,4.2947773933410645,0.012167446315288544,-0.16220635175704956,0.0,0.0,0.6200476288795471,-0.7697914838790894,-0.07566189765930176,-0.08854393661022186,0.0,0.0,0.0,0.0
