scenario,real_time_plot,lateral_angle_range,drag_speed,wiggle_time,servo_speed,extraction_height,wiggle frequency,insertion_angle,wiggle_amplitude
turtle,True,0.6108652381980153,0.1,0.2,0.11,0.0,10.0,0.05,0.01
time,turtle_state,leftadduction_pos,leftsweeping_pos,rightadduction_pos,rightsweeping_pos,leftadduction_curr,leftsweeping_curr,rightadduction_curr,rightsweeping_curr,OptitrackPosition_x,OptitrackPosition_y,OptitrackPosition_z,OptitrackOrientation_x,OptitrackOrientation_y,OptitrackOrientation_z,OptitrackOrientation_w,LeftFlipperPosition_x,LeftFlipperPosition_y,LeftFlipperPosition_z,LeftFlipperOrientation_x,LeftFlipperOrientation_y,LeftFlipperOrientation_z,LeftFlipperOrientation_w,RightFlipperPosition_x,RightFlipperPosition_y,RightFlipperPosition_z,RightFlipperOrientation_x,RightFlipperOrientation_y,RightFlipperOrientation_z,RightFlipperOrientation_w
0.001531839370727539,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.006383180618286133,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.007830142974853516,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.010025262832641602,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.011758804321289062,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.013056278228759766,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.014397621154785156,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017200946807861328,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018514156341552734,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019597291946411133,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020671606063842773,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021738052368164062,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.022871732711791992,5.0,0.0,0.0,-0.12867504358291626,0.07735541462898254,0.0,0.0,19.979999542236328,-13.362593650817871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024788856506347656,5.0,0.0,0.0,-0.12867558002471924,0.07735982537269592,0.0,0.0,19.979999542236328,-13.374524116516113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
