scenario,real_time_plot,lateral_angle_range,drag_speed,wiggle_time,servo_speed,extraction_height,wiggle frequency,insertion_angle,wiggle_amplitude
turtle,True,0.1,0.5,0.5,0.5,0.03,0.5235987755982988,0.0,0.0,0.0,0.0
time,turtle_state,leftadduction_pos,leftsweeping_pos,rightadduction_pos,rightsweeping_pos,leftadduction_curr,leftsweeping_curr,rightadduction_curr,rightsweeping_curr,insertiondepth,OptitrackPosition_x,OptitrackPosition_y,OptitrackPosition_z,OptitrackOrientation_x,OptitrackOrientation_y,OptitrackOrientation_z,OptitrackOrientation_w,LeftFlipperPosition_x,LeftFlipperPosition_y,LeftFlipperPosition_z,LeftFlipperOrientation_x,LeftFlipperOrientation_y,LeftFlipperOrientation_z,LeftFlipperOrientation_w,RightFlipperPosition_x,RightFlipperPosition_y,RightFlipperPosition_z,RightFlipperOrientation_x,RightFlipperOrientation_y,RightFlipperOrientation_z,RightFlipperOrientation_w
0.009835004806518555,5.0,0.0,0.0,-0.009637117385864258,-0.0003056526184082031,0.0,0.0,10.609703063964844,-0.3496023714542389,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.01398324966430664,5.0,0.0,0.0,-0.00963747501373291,-0.0003063082695007324,0.0,0.0,10.611627578735352,-0.34725040197372437,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.017541170120239258,5.0,0.0,0.0,-0.009644925594329834,-0.0003057718276977539,0.0,0.0,10.629263877868652,-0.3422459661960602,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.019348621368408203,5.0,0.0,0.0,-0.009644925594329834,-0.0003057718276977539,0.0,0.0,10.629263877868652,-0.3422459661960602,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.020641565322875977,5.0,0.0,0.0,-0.009644925594329834,-0.0003057718276977539,0.0,0.0,10.629263877868652,-0.3422459661960602,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.021895885467529297,5.0,0.0,0.0,-0.009644925594329834,-0.0003057718276977539,0.0,0.0,10.629263877868652,-0.3422459661960602,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.023514747619628906,5.0,0.0,0.0,-0.009644925594329834,-0.0003057718276977539,0.0,0.0,10.629263877868652,-0.3422459661960602,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.024793386459350586,5.0,0.0,0.0,-0.009644925594329834,-0.0003057718276977539,0.0,0.0,10.629263877868652,-0.3422459661960602,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02594470977783203,5.0,0.0,0.0,-0.009644925594329834,-0.0003057718276977539,0.0,0.0,10.629263877868652,-0.3422459661960602,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02796149253845215,5.0,0.0,0.0,-0.009644925594329834,-0.0003057718276977539,0.0,0.0,10.629263877868652,-0.3422459661960602,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029057741165161133,5.0,0.0,0.0,-0.009644925594329834,-0.0003057718276977539,0.0,0.0,10.629263877868652,-0.3422459661960602,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.030173540115356445,-1.0,0.0,0.0,-0.00976186990737915,-0.00028970837593078613,0.0,0.0,0.2251780480146408,0.02821309305727482,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03149271011352539,-1.0,0.0,0.0,-0.010091900825500488,-0.00023919343948364258,0.0,0.0,0.5912216305732727,0.09297013282775879,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03287339210510254,-1.0,0.0,0.0,-0.010371267795562744,-0.0002967417240142822,0.0,0.0,0.733153223991394,-0.04002658650279045,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03401684761047363,-1.0,0.0,0.0,-0.01034611463546753,-0.0003013908863067627,0.0,0.0,0.5335229635238647,-0.018288711085915565,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.035264015197753906,-1.0,0.0,0.0,-0.01034611463546753,-0.0003013908863067627,0.0,0.0,0.5335229635238647,-0.018288711085915565,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03635096549987793,-1.0,0.0,0.0,-0.01034611463546753,-0.0003013908863067627,0.0,0.0,0.5335229635238647,-0.018288711085915565,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.03746199607849121,-1.0,0.0,0.0,-0.010194242000579834,-0.00025913119316101074,0.0,0.0,0.25194668769836426,0.06093444675207138,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.038526296615600586,-1.0,0.0,0.0,-0.010194242000579834,-0.00025913119316101074,0.0,0.0,0.25194668769836426,0.06093444675207138,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.039855003356933594,-1.0,0.0,0.0,-0.010194242000579834,-0.00025913119316101074,0.0,0.0,0.25194668769836426,0.06093444675207138,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04467129707336426,-1.0,0.0,0.0,-0.01000124216079712,-0.0003032982349395752,0.0,0.0,0.06793130189180374,-0.04729823023080826,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04648876190185547,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04758000373840332,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.04891705513000488,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05086159706115723,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05297279357910156,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.054276466369628906,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.05630064010620117,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057472944259643555,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0585629940032959,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.059671640396118164,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.060764312744140625,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06183362007141113,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0628976821899414,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06494855880737305,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0667881965637207,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06864237785339355,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.06978988647460938,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07100534439086914,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07234430313110352,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07411360740661621,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07544326782226562,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07669806480407715,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07795405387878418,-1.0,0.0,0.0,-0.009849369525909424,-0.000306546688079834,0.0,0.0,0.02623116783797741,-0.008140135556459427,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
